source_product_id,category,title,brand,price,currency,description,image_url,source_url,source_platform,rating,tags,attributes,data_quality
phone_demo_000011,phone,Oppo Reno 11 16GB+128GB,Oppo,6820,CNY,Oppo Reno 11 16GB+128GB 搭载 Dimensity 8300，配备 4500mAh 电池、30W 快充、60Hz 屏幕和后置最高 64MP 摄像头，适合关注性能的用户。,https://picsum.photos/seed/phone_demo_000011/480/480,,demo_generated,4.3,"[""5g"", ""拍照""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 8300"", ""ram_gb"": 16, ""storage_gb"": 128, ""battery_mah"": 4500, ""fast_charge_w"": 30, ""screen_size_in"": 6.82, ""refresh_rate_hz"": 60, ""rear_camera_max_mp"": 64, ""front_camera_mp"": 12, ""nfc"": false, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000012,phone,Oppo Find X6 8GB+512GB,Oppo,7470,CNY,Oppo Find X6 8GB+512GB 搭载 Dimensity 8300，配备 5500mAh 电池、67W 快充、90Hz 屏幕和后置最高 200MP 摄像头，适合关注续航的用户。,https://picsum.photos/seed/phone_demo_000012/480/480,,demo_generated,4.2,"[""5g"", ""长续航"", ""快充"", ""拍照"", ""高像素"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 8300"", ""ram_gb"": 8, ""storage_gb"": 512, ""battery_mah"": 5500, ""fast_charge_w"": 67, ""screen_size_in"": 6.63, ""refresh_rate_hz"": 90, ""rear_camera_max_mp"": 200, ""front_camera_mp"": 16, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000013,phone,Oppo Reno 11 16GB+1024GB,Oppo,10930,CNY,Oppo Reno 11 16GB+1024GB 搭载 Dimensity 9200，配备 6000mAh 电池、100W 快充、60Hz 屏幕和后置最高 48MP 摄像头，适合关注续航的用户。,https://picsum.photos/seed/phone_demo_000013/480/480,,demo_generated,4.5,"[""5g"", ""长续航"", ""快充"", ""性能"", ""NFC""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 9200"", ""ram_gb"": 16, ""storage_gb"": 1024, ""battery_mah"": 6000, ""fast_charge_w"": 100, ""screen_size_in"": 6.21, ""refresh_rate_hz"": 60, ""rear_camera_max_mp"": 48, ""front_camera_mp"": 12, ""nfc"": true, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000014,phone,Xiaomi Redmi Note 12 16GB+256GB,Xiaomi,8900,CNY,Xiaomi Redmi Note 12 16GB+256GB 搭载 Snapdragon 8 Gen 2，配备 6000mAh 电池、20W 快充、144Hz 屏幕和后置最高 200MP 摄像头，适合关注性能的用户。,https://picsum.photos/seed/phone_demo_000014/480/480,,demo_generated,4.8,"[""5g"", ""高刷屏"", ""长续航"", ""拍照"", ""高像素"", ""性能"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Snapdragon 8 Gen 2"", ""ram_gb"": 16, ""storage_gb"": 256, ""battery_mah"": 6000, ""fast_charge_w"": 20, ""screen_size_in"": 6.78, ""refresh_rate_hz"": 144, ""rear_camera_max_mp"": 200, ""front_camera_mp"": 12, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000015,phone,Xiaomi Redmi K70 16GB+1024GB,Xiaomi,5280,CNY,Xiaomi Redmi K70 16GB+1024GB 搭载 Dimensity 9200，配备 4500mAh 电池、120W 快充、144Hz 屏幕和后置最高 48MP 摄像头，适合关注高刷体验的用户。,https://picsum.photos/seed/phone_demo_000015/480/480,,demo_generated,4.3,"[""5g"", ""高刷屏"", ""快充"", ""性能"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 9200"", ""ram_gb"": 16, ""storage_gb"": 1024, ""battery_mah"": 4500, ""fast_charge_w"": 120, ""screen_size_in"": 6.66, ""refresh_rate_hz"": 144, ""rear_camera_max_mp"": 48, ""front_camera_mp"": 16, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000016,phone,Motorola Razr 40 8GB+256GB,Motorola,4550,CNY,Motorola Razr 40 8GB+256GB 搭载 Snapdragon 8 Gen 2，配备 4800mAh 电池、30W 快充、60Hz 屏幕和后置最高 200MP 摄像头，适合关注日常使用的用户。,https://picsum.photos/seed/phone_demo_000016/480/480,,demo_generated,4.2,"[""拍照"", ""高像素"", ""性能"", ""NFC""]","{""os"": ""Android"", ""network_type"": ""4g"", ""chipset"": ""Snapdragon 8 Gen 2"", ""ram_gb"": 8, ""storage_gb"": 256, ""battery_mah"": 4800, ""fast_charge_w"": 30, ""screen_size_in"": 6.87, ""refresh_rate_hz"": 60, ""rear_camera_max_mp"": 200, ""front_camera_mp"": 50, ""nfc"": true, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000017,phone,Samsung Galaxy S24 6GB+128GB,Samsung,3300,CNY,Samsung Galaxy S24 6GB+128GB 搭载 Dimensity 8300，配备 5500mAh 电池、120W 快充、90Hz 屏幕和后置最高 108MP 摄像头，适合关注日常使用的用户。,https://picsum.photos/seed/phone_demo_000017/480/480,,demo_generated,4.6,"[""5g"", ""长续航"", ""快充"", ""拍照"", ""高像素""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 8300"", ""ram_gb"": 6, ""storage_gb"": 128, ""battery_mah"": 5500, ""fast_charge_w"": 120, ""screen_size_in"": 6.35, ""refresh_rate_hz"": 90, ""rear_camera_max_mp"": 108, ""front_camera_mp"": 12, ""nfc"": false, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000018,phone,Vivo X100 12GB+256GB,Vivo,2620,CNY,Vivo X100 12GB+256GB 搭载 Snapdragon 7+ Gen 2，配备 4800mAh 电池、67W 快充、90Hz 屏幕和后置最高 64MP 摄像头，适合关注性能的用户。,https://picsum.photos/seed/phone_demo_000018/480/480,,demo_generated,4.2,"[""快充"", ""拍照"", ""NFC""]","{""os"": ""Android"", ""network_type"": ""4g"", ""chipset"": ""Snapdragon 7+ Gen 2"", ""ram_gb"": 12, ""storage_gb"": 256, ""battery_mah"": 4800, ""fast_charge_w"": 67, ""screen_size_in"": 6.27, ""refresh_rate_hz"": 90, ""rear_camera_max_mp"": 64, ""front_camera_mp"": 32, ""nfc"": true, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000019,phone,Vivo X100 12GB+128GB,Vivo,7700,CNY,Vivo X100 12GB+128GB 搭载 Dimensity 8300，配备 4500mAh 电池、45W 快充、120Hz 屏幕和后置最高 50MP 摄像头，适合关注日常使用的用户。,https://picsum.photos/seed/phone_demo_000019/480/480,,demo_generated,4.1,"[""5g"", ""高刷屏"", ""拍照"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 8300"", ""ram_gb"": 12, ""storage_gb"": 128, ""battery_mah"": 4500, ""fast_charge_w"": 45, ""screen_size_in"": 6.75, ""refresh_rate_hz"": 120, ""rear_camera_max_mp"": 50, ""front_camera_mp"": 32, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000020,phone,Vivo X90 8GB+512GB,Vivo,3880,CNY,Vivo X90 8GB+512GB 搭载 Dimensity 8300，配备 4300mAh 电池、20W 快充、90Hz 屏幕和后置最高 64MP 摄像头，适合关注拍照的用户。,https://picsum.photos/seed/phone_demo_000020/480/480,,demo_generated,4.5,"[""5g"", ""拍照""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 8300"", ""ram_gb"": 8, ""storage_gb"": 512, ""battery_mah"": 4300, ""fast_charge_w"": 20, ""screen_size_in"": 6.3, ""refresh_rate_hz"": 90, ""rear_camera_max_mp"": 64, ""front_camera_mp"": 20, ""nfc"": false, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000021,phone,Apple iPhone 13 16GB+1024GB,Apple,12790,CNY,Apple iPhone 13 16GB+1024GB 搭载 A15，配备 4300mAh 电池、30W 快充、120Hz 屏幕和后置最高 50MP 摄像头，适合关注续航的用户。,https://picsum.photos/seed/phone_demo_000021/480/480,,demo_generated,4.5,"[""5g"", ""高刷屏"", ""拍照"", ""性能"", ""NFC""]","{""os"": ""iOS"", ""network_type"": ""5g"", ""chipset"": ""A15"", ""ram_gb"": 16, ""storage_gb"": 1024, ""battery_mah"": 4300, ""fast_charge_w"": 30, ""screen_size_in"": 6.77, ""refresh_rate_hz"": 120, ""rear_camera_max_mp"": 50, ""front_camera_mp"": 20, ""nfc"": true, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000022,phone,Huawei Enjoy 60 8GB+1024GB,Huawei,10570,CNY,Huawei Enjoy 60 8GB+1024GB 搭载 Snapdragon 8+ Gen 1，配备 4500mAh 电池、20W 快充、120Hz 屏幕和后置最高 64MP 摄像头，适合关注日常使用的用户。,https://picsum.photos/seed/phone_demo_000022/480/480,,demo_generated,4.8,"[""5g"", ""高刷屏"", ""拍照"", ""性能"", ""红外""]","{""os"": ""HarmonyOS"", ""network_type"": ""5g"", ""chipset"": ""Snapdragon 8+ Gen 1"", ""ram_gb"": 8, ""storage_gb"": 1024, ""battery_mah"": 4500, ""fast_charge_w"": 20, ""screen_size_in"": 6.43, ""refresh_rate_hz"": 120, ""rear_camera_max_mp"": 64, ""front_camera_mp"": 12, ""nfc"": false, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000023,phone,Huawei Mate 60 8GB+256GB,Huawei,6360,CNY,Huawei Mate 60 8GB+256GB 搭载 Kirin 9000S，配备 6000mAh 电池、120W 快充、90Hz 屏幕和后置最高 108MP 摄像头，适合关注续航的用户。,https://picsum.photos/seed/phone_demo_000023/480/480,,demo_generated,4.3,"[""5g"", ""长续航"", ""快充"", ""拍照"", ""高像素"", ""性能"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Kirin 9000S"", ""ram_gb"": 8, ""storage_gb"": 256, ""battery_mah"": 6000, ""fast_charge_w"": 120, ""screen_size_in"": 6.73, ""refresh_rate_hz"": 90, ""rear_camera_max_mp"": 108, ""front_camera_mp"": 12, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000024,phone,Samsung Galaxy A34 6GB+1024GB,Samsung,5490,CNY,Samsung Galaxy A34 6GB+1024GB 搭载 Snapdragon 8 Gen 3，配备 4500mAh 电池、30W 快充、144Hz 屏幕和后置最高 64MP 摄像头，适合关注性能的用户。,https://picsum.photos/seed/phone_demo_000024/480/480,,demo_generated,4.9,"[""高刷屏"", ""拍照"", ""性能""]","{""os"": ""Android"", ""network_type"": ""4g"", ""chipset"": ""Snapdragon 8 Gen 3"", ""ram_gb"": 6, ""storage_gb"": 1024, ""battery_mah"": 4500, ""fast_charge_w"": 30, ""screen_size_in"": 6.32, ""refresh_rate_hz"": 144, ""rear_camera_max_mp"": 64, ""front_camera_mp"": 20, ""nfc"": false, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000025,phone,Motorola Razr 40 12GB+128GB,Motorola,3130,CNY,Motorola Razr 40 12GB+128GB 搭载 Snapdragon 8 Gen 2，配备 4300mAh 电池、45W 快充、90Hz 屏幕和后置最高 200MP 摄像头，适合关注高刷体验的用户。,https://picsum.photos/seed/phone_demo_000025/480/480,,demo_generated,4.6,"[""5g"", ""拍照"", ""高像素"", ""性能"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Snapdragon 8 Gen 2"", ""ram_gb"": 12, ""storage_gb"": 128, ""battery_mah"": 4300, ""fast_charge_w"": 45, ""screen_size_in"": 6.51, ""refresh_rate_hz"": 90, ""rear_camera_max_mp"": 200, ""front_camera_mp"": 20, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000026,phone,Honor Play 8T 8GB+512GB,Honor,8080,CNY,Honor Play 8T 8GB+512GB 搭载 Dimensity 8300，配备 4300mAh 电池、100W 快充、144Hz 屏幕和后置最高 48MP 摄像头，适合关注续航的用户。,https://picsum.photos/seed/phone_demo_000026/480/480,,demo_generated,4.4,"[""5g"", ""高刷屏"", ""快充"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 8300"", ""ram_gb"": 8, ""storage_gb"": 512, ""battery_mah"": 4300, ""fast_charge_w"": 100, ""screen_size_in"": 6.16, ""refresh_rate_hz"": 144, ""rear_camera_max_mp"": 48, ""front_camera_mp"": 50, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000027,phone,Oppo A2 Pro 12GB+128GB,Oppo,8250,CNY,Oppo A2 Pro 12GB+128GB 搭载 Dimensity 9200，配备 5500mAh 电池、45W 快充、120Hz 屏幕和后置最高 108MP 摄像头，适合关注高刷体验的用户。,https://picsum.photos/seed/phone_demo_000027/480/480,,demo_generated,4.6,"[""5g"", ""高刷屏"", ""长续航"", ""拍照"", ""高像素"", ""性能""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 9200"", ""ram_gb"": 12, ""storage_gb"": 128, ""battery_mah"": 5500, ""fast_charge_w"": 45, ""screen_size_in"": 6.82, ""refresh_rate_hz"": 120, ""rear_camera_max_mp"": 108, ""front_camera_mp"": 20, ""nfc"": false, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000028,phone,Huawei Enjoy 60 12GB+1024GB,Huawei,10080,CNY,Huawei Enjoy 60 12GB+1024GB 搭载 Kirin 9000S，配备 5200mAh 电池、120W 快充、60Hz 屏幕和后置最高 64MP 摄像头，适合关注高刷体验的用户。,https://picsum.photos/seed/phone_demo_000028/480/480,,demo_generated,4.5,"[""5g"", ""长续航"", ""快充"", ""拍照"", ""性能"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Kirin 9000S"", ""ram_gb"": 12, ""storage_gb"": 1024, ""battery_mah"": 5200, ""fast_charge_w"": 120, ""screen_size_in"": 6.27, ""refresh_rate_hz"": 60, ""rear_camera_max_mp"": 64, ""front_camera_mp"": 20, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000029,phone,Realme GT Neo 6 6GB+512GB,Realme,3970,CNY,Realme GT Neo 6 6GB+512GB 搭载 Snapdragon 7+ Gen 2，配备 5200mAh 电池、100W 快充、120Hz 屏幕和后置最高 48MP 摄像头，适合关注高刷体验的用户。,https://picsum.photos/seed/phone_demo_000029/480/480,,demo_generated,4.6,"[""5g"", ""高刷屏"", ""长续航"", ""快充""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Snapdragon 7+ Gen 2"", ""ram_gb"": 6, ""storage_gb"": 512, ""battery_mah"": 5200, ""fast_charge_w"": 100, ""screen_size_in"": 6.71, ""refresh_rate_hz"": 120, ""rear_camera_max_mp"": 48, ""front_camera_mp"": 16, ""nfc"": false, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000030,phone,Realme Realme 12 8GB+1024GB,Realme,7170,CNY,Realme Realme 12 8GB+1024GB 搭载 Snapdragon 8 Gen 2，配备 5000mAh 电池、67W 快充、90Hz 屏幕和后置最高 50MP 摄像头，适合关注高刷体验的用户。,https://picsum.photos/seed/phone_demo_000030/480/480,,demo_generated,4.1,"[""5g"", ""长续航"", ""快充"", ""拍照"", ""性能"", ""NFC""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Snapdragon 8 Gen 2"", ""ram_gb"": 8, ""storage_gb"": 1024, ""battery_mah"": 5000, ""fast_charge_w"": 67, ""screen_size_in"": 6.3, ""refresh_rate_hz"": 90, ""rear_camera_max_mp"": 50, ""front_camera_mp"": 12, ""nfc"": true, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000031,phone,Samsung Galaxy A34 8GB+1024GB,Samsung,8080,CNY,Samsung Galaxy A34 8GB+1024GB 搭载 Dimensity 8300，配备 5500mAh 电池、80W 快充、120Hz 屏幕和后置最高 108MP 摄像头，适合关注高刷体验的用户。,https://picsum.photos/seed/phone_demo_000031/480/480,,demo_generated,4.5,"[""5g"", ""高刷屏"", ""长续航"", ""快充"", ""拍照"", ""高像素"", ""NFC"", ""红外""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Dimensity 8300"", ""ram_gb"": 8, ""storage_gb"": 1024, ""battery_mah"": 5500, ""fast_charge_w"": 80, ""screen_size_in"": 6.7, ""refresh_rate_hz"": 120, ""rear_camera_max_mp"": 108, ""front_camera_mp"": 50, ""nfc"": true, ""ir_blaster"": true}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
phone_demo_000032,phone,Vivo Y100 16GB+256GB,Vivo,5410,CNY,Vivo Y100 16GB+256GB 搭载 Snapdragon 7+ Gen 2，配备 4800mAh 电池、67W 快充、60Hz 屏幕和后置最高 64MP 摄像头，适合关注续航的用户。,https://picsum.photos/seed/phone_demo_000032/480/480,,demo_generated,4.4,"[""5g"", ""快充"", ""拍照"", ""NFC""]","{""os"": ""Android"", ""network_type"": ""5g"", ""chipset"": ""Snapdragon 7+ Gen 2"", ""ram_gb"": 16, ""storage_gb"": 256, ""battery_mah"": 4800, ""fast_charge_w"": 67, ""screen_size_in"": 6.22, ""refresh_rate_hz"": 60, ""rear_camera_max_mp"": 64, ""front_camera_mp"": 16, ""nfc"": true, ""ir_blaster"": false}","{""missing_fields"": [], ""warnings"": [""demo generated product; not real marketplace data""]}"
